ncentration (M),Reaction Rate
2.0,1.0739531665722009
2.001,0.5260731293535462
2.002,0.5743168204367155
2.003,0.4298282778503194
2.004,0.174808400751143
2.005,0.32885896602828146
2.006,0.8690109384670679
2.007,0.3749527995933355
2.008,1.0887942496700433
2.009,0.3768827235860559
2.01,1.057753704633985
2.011,0.1938723671935788
2.012,0.14347053695277912
2.013,1.0400167027087588
2.014,0.19973554192041887
2.015,0.25872892311162465
2.016,0.756194856445003
2.017,0.9864143248943891
2.018,0.9522708963011194
2.019,0.4427638377740344
2.02,0.42009317101612975
2.021,0.8795136740793803
2.022,0.6869472037975697
2.023,0.7625509356600375
2.024,0.8477653625333714
2.025,1.0327158018800326
2.026,0.3936961696988087
2.027,0.2258786159019287
2.028,1.0258133862728753
2.029,0.6800928830150335
2.03,0.2606750087193799
2.031,0.23451695104972137
2.032,0.2996246218909705
2.033,0.9474942212426208
2.034,0.9995817370725445
2.035,0.28845444458166025
2.036,0.5197575920365141
2.037,0.7056216351336342
2.038,0.787085307895322
2.039,0.32388923558078087
2.04,0.5438039964961593
2.041,0.8740329834907956
2.042,0.8017530836078903
2.043,0.839930768710724
2.044,0.9280012616585431
2.045,0.9073600384131176
2.046,0.47447242629836806
2.047,0.2511954846962433
2.048,0.7693542812287859
2.049,1.025905106935191
2.05,0.41518108425740086
2.051,0.7017837350612527
2.052,0.6809195453036174
2.053,0.3203754098461944
2.054,0.6633275289587645
2.055,0.14635600193931364
2.056,0.6739662016964542
2.057,0.6024970898394795
2.058,1.0524696738002381
2.059,0.4003801496637176
2.06,0.1859290439655661
2.061,0.7186739334534678
2.062,0.5563565089950034
2.063,0.6358414355785842
2.064,0.4738599412004165
2.065,0.40735700065625946
2.066,0.17484599143837443
2.067,0.3179416914218014
2.068,0.515472634669597
2.069,0.35195142022916726
2.07,0.29696121813642284
2.071,0.6806678441009358
2.072,0.33572991054777357
2.073,0.36080588362285526
2.074,0.8315084854323523
2.075,0.28947027663802005
2.076,0.920891047951409
2.077,0.6272592824741
2.078,0.9989212447607819
2.079,0.5630721539323029
2.08,0.6351225820845405
2.081,0.2577948130189446
2.082,0.8685365383525057
2.083,0.8389200012986645
2.084,0.6955514406570983
2.085,0.6539348827412591
2.086,0.27657349238663875
2.087,1.042802772796169
2.088,0.26906811130259845
2.089,0.13078607481037063
2.09,0.39474334329683025
2.091,0.243745965956911
2.092,0.4879301184456162
2.093,0.2909242337825978
2.094,0.370648027385035
2.095,0.9925191088395208
2.096,0.6026955557743667
2.097,0.16665467521667643
2.098,0.9751405295894623
2.099,0.9036304665887889
2.1,0.9286844493850531
2.101,0.4180020124511957
2.102,0.20145376020306927
2.103,0.395266328898891
2.104,0.30563769418672737
2.105,0.8555758811100261
2.106,0.5830742209271895
2.107,0.7790357733446357
2.108,0.5563955660467593
2.109,0.7197299114310036
2.11,0.28629415228171196
2.111,0.38304184356799664
2.112,0.4121198264387599
2.113,0.7372763495857095
2.114,0.7984625799409598
2.115,1.082752097264167
2.116,0.2424177248888575
2.117,0.7204876103525745
2.118,0.5917686752332926
2.119,1.0539408953019833
2.12,1.05714835841217
2.121,0.9721107931745083
2.122,0.8071796156017389
2.123,0.9941930869212859
2.124,1.1241298036376723
2.125,1.1305281750579539
2.126,0.6577089543803653
2.127,0.9518558554751055
2.128,1.0345618382213124
2.129,0.42882374086523434
2.13,0.6968824161330657
2.131,0.6282258125420882
2.132,0.8347372042472274
2.133,0.34432690898845986
2.134,0.5592677805561396
2.135,0.23040527357902707
2.136,1.1328363725951165
2.137,0.8894267644553758
2.138,0.30347093672679626
2.139,0.5435344884865625
2.14,0.5905417612507602
2.141,0.22531995305450825
2.142,1.0987152240221256
2.143,1.0936610879907032
2.144,0.9575163366579362
2.145,0.42933135798512057
2.146,0.802742715604419
2.147,0.20555097425257074
2.148,0.39234471531855264
2.149,0.6782472882685836
2.15,0.656247419439189
2.151,0.6286171208143098
2.152,0.4826513884382865
2.153,0.7213527432957552
2.154,1.0203191945333638
2.155,0.42378708704420454
2.156,0.3845184478924535
2.157,0.8718196102493854
2.158,0.45571837166608276
2.159,0.5884037527771601
2.16,0.24557457407828365
2.161,0.23652771041357623
2.162,0.8487279489571377
2.163,0.7464704089321981
2.164,0.6153799155816131
2.165,0.1899207309919354
2.166,1.087273378536009
2.167,0.7820559315338579
2.168,0.3474968604035611
2.169,0.8881164151006138
2.17,0.4048725185690747
2.171,1.0654371964535745
2.172,0.315430390560292
2.173,0.3643024491830973
2.174,1.143085944258064
2.175,0.469189430875977
2.176,0.6121468336515664
2.177,0.39584745277633393
2.178,0.2672765164828286
2.179,0.6839109812552244
2.18,0.8643624774402647
2.181,0.8036406922825052
2.182,0.8147122481592025
2.183,0.5048781010854281
2.184,0.74492330445464
2.185,0.7978078380661303
2.186,0.9046593384672954
2.187,1.1178630024385507
2.188,0.7365510800391638
2.189,0.6579741744827856
2.19,0.49709720941506885
2.191,0.8958986441861039
2.192,0.2826496898245042
2.193,0.9248830631603254
2.194,0.24024627235275375
2.195,0.690659646654103
2.196,0.554850941283354
2.197,0.5956997915903531
2.198,0.9594904506629586
2.199,1.0469781957182005
2.2,0.2452168486636771
2.201,0.6739320592746151
2.202,1.0878232433954167
2.203,0.974328663728268
2.204,1.01272180470473
2.205,0.8545561233946144
2.206,0.8325158847593038
2.207,0.8025258332743401
2.208,0.6552246570123204
2.209,0.3153415221437581
2.21,0.9881111054797719
2.211,1.1085536701828538
2.212,0.9954661578923225
2.213,0.7466683978030182
2.214,0.2585623636666169
2.215,1.1151622573747892
2.216,0.47287219254924684
2.217,0.7162490539850808
2.218,0.30337263416965565
2.219,0.6274649623950669
2.22,0.3411389968907441
2.221,0.45596743458770306
2.222,0.8108100153437594
2.223,1.0012830264710053
2.224,0.3001013130744691
2.225,0.36967702407168535
2.226,0.5116601906583098
2.227,1.102594193251812
2.228,0.559088433309336
2.229,0.23280636639020502
2.23,0.24582692235074122
2.231,0.8587578056375581
2.232,0.7217620865890864
2.233,0.6790221101296133
2.234,0.4561768529956164
2.235,0.9395006485880484
2.236,0.7125382798863718
2.237,0.6625919599100264
2.238,0.4199513087100264
2.239,1.010203524831105
2.24,0.7424154274976577
2.241,0.7718953603548874
2.242,0.30220740183292394
2.243,0.8250111662246723
2.244,0.44920037213117914
2.245,0.45454163227695543
2.246,0.9551299821885936
2.247,0.8971013094957571
2.248,0.7391487702018305
2.249,0.8908203464765383
2.25,0.2160981400092754
2.251,0.18394396002711455
2.252,0.2889787729624699
2.253,0.18838909641006052
2.254,0.6105920314517098
2.255,0.5455774924961726
2.256,0.32571712248796836
2.257,0.9077727182131936
2.258,0.982771760801918
2.259,1.0694139375159168
2.26,1.1060836196969872
2.261,0.6595886535917884
2.262,0.6777775615204742
2.263,0.7234814774963889
2.264,0.8390623909492669
2.265,0.680968189279132
2.266,0.9176362783155524
2.267,0.8195814856059984
2.268,0.7674198122785897
2.269,0.7661565919753754
2.27,0.3022804223298323
2.271,1.1323345871954975
2.272,0.9731169113292387
2.273,0.48163052637097326
2.274,0.5876291224836874
2.275,0.4946679984774133
2.276,0.9355859765889647
2.277,0.42878453606028755
2.278,0.4693765770216968
2.279,0.6766515853411684
2.28,0.8840076798862511
2.281,0.7002324602335194
2.282,0.9872756313587222
2.283,1.060784755689777
2.284,0.7160369478556798
2.285,0.3914206394365769
2.286,0.24680922624455404
2.287,0.26459901587990575
2.288,0.5021782073379274
2.289,1.1568443504116628
2.29,0.6502408325637222
2.291,0.3746126398957055
2.292,1.1204997689992071
2.293,0.35296642817396595
2.294,1.0530471769307221
2.295,1.0634856246667286
2.296,0.9499805010214191
2.297,0.4202684000428455
2.298,0.6588652300197505
2.299,0.40205698957115776
2.3,1.1314259021893491
2.301,0.5917700111364422
2.302,0.38001842021151
2.303,0.7462637653835672
2.304,0.7680973532342585
2.305,0.7969915559799878
2.306,0.9473869274231852
2.307,1.0367640463909171
2.308,1.0164964750953525
2.309,0.7690721912841469
2.31,0.6947932527880217
2.311,1.0845718991836306
2.312,0.7997909757380401
2.313,0.25416070494755694
2.314,0.948627966499795
2.315,0.8023487236025849
2.316,0.7077104658139044
2.317,0.47592064112386456
2.318,0.9869303265377154
2.319,0.29484160914832036
2.32,0.2540054987314081
2.321,0.6478210682923766
2.322,0.6494038652525996
2.323,0.6013788104609996
2.324,0.9108249288702345
2.325,0.3158955073887151
2.326,1.0869732724066978
2.327,0.6987805438553568
2.328,0.7577864865317542
2.329,0.5357626440423602
2.33,0.5699084264735023
2.331,1.1207169132350057
2.332,0.5155622929057417
2.333,0.48535077119539893
2.334,0.9193533847391431
2.335,1.1322326102642322
2.336,1.0090254597975792
2.337,0.8603271538822047
2.338,0.6868628045947683
2.339,0.39621655672494427
2.34,1.195576850688663
2.341,0.3624399393143064
2.342,0.9352764722702371
2.343,0.5415485198995766
2.344,0.27975373080730914
2.345,0.6923279970033992
2.346,1.1358486121225035
2.347,0.3673326532642518
2.348,0.3912895587981807
2.349,0.7572663149736651
2.35,0.81756032313067
2.351,1.187944748637193
2.352,1.189702792070709
2.353,0.8925688748245622
2.354,0.39143299068836745
2.355,0.3715753240530031
2.356,1.0584963712322186
2.357,0.9668836794326771
2.358,0.5731260791155512
2.359,0.7550220759422002
2.36,0.9322505422874282
2.361,0.715153761841326
2.362,0.5257291696283841
2.363,1.0553966665776677
2.364,0.772211913980546
2.365,0.7513930118788265
2.366,0.6073534876016927
2.367,0.8145741424111154
2.368,0.3404885382898373
2.369,0.7344638224741797
2.37,0.5459144922154848
2.371,0.3760718123039156
2.372,0.7264967351941309
2.373,0.8319873017737874
2.374,0.8280076872626638
2.375,0.5447990724477971
2.376,0.7452255536349233
2.377,0.8246665645052544
2.378,0.7785570075520897
2.379,0.5799575454592157
2.38,0.8610772369018433
2.381,0.5149841396408129
2.382,0.4544508112575997
2.383,0.7164580574664071
2.384,0.4224797573474256
2.385,1.0650899678034145
2.386,0.40409375485046395
2.387,1.0961581715910031
2.388,1.024639546161188
2.389,0.95321268567164
2.39,0.9841824184397138
2.391,0.6497838418150184
2.392,0.9441107324127579
2.393,0.34899342755263174
2.394,0.6362177361615992
2.395,0.24721389098143465
2.396,0.7763323943061768
2.397,0.9301244552996772
2.398,0.872300453141952
2.399,0.40606654756332083
2.4,1.095126494744504
2.401,0.9690458698898744
2.402,0.3005820594823121
2.403,0.9921871078685032
2.404,0.39900035332230854
2.405,0.4796873842802123
2.406,0.7738727676803214
2.407,0.646669492747554
2.408,0.5644584330965912
2.409,0.3876387352555273
2.41,0.7549419548537055
2.411,1.0820758683509593
2.412,0.598922866656068
2.413,0.863381888403561
2.414,0.586175761155444
2.415,0.282424700985041
2.416,1.1701697266386923
2.417,0.23718572164608953
2.418,0.2501744902645201
2.419,0.8877911708107892
2.42,0.2785283306833237
2.421,1.1980520452707208
2.422,0.2754516055686511
2.423,1.0359939421579332
2.424,0.8378015656781979
2.425,0.3398632865616166
2.426,0.41799279809508594
2.427,1.2048000303289497
2.428,0.5505749162799717
2.429,0.2884673733109977
2.43,0.6752177396785198
2.431,0.38405326601476564
2.432,1.0771568924004624
2.433,0.5320656093596209
2.434,1.2052695970908913
2.435,1.0160650879399675
2.436,0.675108948884103
2.437,0.5514545574338255
2.438,0.5073397944566138
2.439,0.2676367943185387
2.44,0.5491183257992953
2.441,1.2291569146833168
2.442,0.5444024564668464
2.443,0.4211915139843595
2.444,1.0221028445087947
2.445,1.0995081473937984
2.446,0.30654527838696044
2.447,1.0550205894190972
2.448,0.3184056154133791
2.449,0.32065136948360573
2.45,0.8951127959272679
2.451,1.0915452478987198
2.452,0.6700629561227748
2.453,0.3603236759353995
2.454,0.2606359566243346
2.455,0.2951713880875627
2.456,0.5039362848614698
2.457,1.0237292623839251
2.458,1.2304357178180976
2.459,0.4230097693170487
2.46,1.1101660440930727
2.461,0.9417476635673695
2.462,1.21531964630773
2.463,0.35943541120991285
2.464,0.9118778205660463
2.465,0.5993567455569044
2.466,0.956268280661576
2.467,1.012317531199214
2.468,0.36948394698816067
2.469,0.7891060086548536
2.47,0.6581024135525861
2.471,1.1964163928704301
2.472,0.3639141227224747
2.473,0.2540672231265314
2.474,0.6637924347530828
2.475,0.9296949984069603
2.476,1.1194212459202046
2.477,0.8882498699582714
2.478,1.128359660323838
2.479,0.9299995386561247
2.48,0.9409660398177657
2.481,1.036962384105542
2.482,0.607235490232308
2.483,0.7828263197324871
2.484,0.8751268039024903
2.485,0.9007567343335441
2.486,0.3697019678144591
2.487,0.502642384588597
2.488,0.9132322477743632
2.489,0.4801407460289403
2.49,1.0156868332784748
2.491,0.284756247946518
2.492,0.8858066823320515
2.493,0.7726710707086669
2.494,0.341293735236346
2.495,1.1621555329299753
2.496,0.5679217394078258
2.497,1.1018814295162291
2.498,1.056575585349525
2.499,0.3124391097561573
2.5,0.8113309841900096
2.501,0.7985724276730531
2.502,0.7873099527963869
2.503,0.2916843752984597
2.504,0.26088063552575314
2.505,0.8053798422516875
2.506,0.4388374643815257
2.507,1.2225933025206372
2.508,0.3426114657675816
2.509,1.1757679670428518
2.51,1.1068721304573157
2.511,0.32959227768996935
2.512,0.26562069378395414
2.513,0.608146018051568
2.514,0.9218964780727685
2.515,1.2482540152977213
2.516,0.7285265242886306
2.517,0.9443144067230894
2.518,1.1094729777040313
2.519,0.6213933279099338
2.52,1.2172251260847113
2.521,1.0926930216273067
2.522,0.6031429464821031
2.523,1.097092257706745
2.524,0.7267734739951444
2.525,0.39867776523650544
2.526,0.6738445974497941
2.527,0.8209820469325683
2.528,0.7870803393509532
2.529,0.6415097493311659
2.53,1.0810076871590013
2.531,1.0675303638581286
2.532,0.48860989676094646
2.533,0.828015654775768
2.534,0.4296441993541732
2.535,0.6763262078641944
2.536,1.0083648205781484
2.537,0.4718502841515845
2.538,0.7186601074260072
2.539,0.5309267442397573
2.54,1.071219876230217
2.541,0.4490706337525242
2.542,0.4566711038477088
2.543,1.1913894935017468
2.544,1.0360696915676777
2.545,0.8306688333842529
2.546,1.0937858617064147
2.547,1.2078571498978716
2.548,0.6353447182798998
2.549,0.5238434962937392
2.55,0.4636786940992058
2.551,0.4146491215027952
2.552,1.240109523911751
2.553,1.202093119642461
2.554,0.6770631597982364
2.555,1.1283414064472599
2.556,0.607831538873979
2.557,1.1630752631212413
2.558,0.6907026232713407
2.559,0.5142163007154785
2.56,1.1243451090005692
2.561,0.8883060746163237
2.562,0.7534061378395784
2.563,0.610660651540495
2.564,0.8200013549196156
2.565,0.3348486331329211
2.566,1.0711363264642015
2.567,1.201565438992139
2.568,0.6994790327997306
2.569,1.1886993770745073
2.57,1.1118994637800248
2.571,0.9916282647932285
2.572,1.1829396242988977
2.573,0.7888312484575186
2.574,0.3570256766603964
2.575,0.535567666438777
2.576,0.9539642651338625
2.577,1.1303887812426212
2.578,0.4612359373627489
2.579,0.5862167492428834
2.58,1.1186583983883314
2.581,0.5746347191500721
2.582,0.7165867835923481
2.583,0.44078384660467973
2.584,0.72936556106612
2.585,0.7476647479784413
2.586,1.2558481143583369
2.587,1.0283297789754569
2.588,1.1005474848260977
2.589,0.7360073183539453
2.59,0.423066824338461
2.591,0.5921186326731823
2.592,0.3823690196353552
2.593,0.5496183149292354
2.594,0.9026303053356054
2.595,0.38814055278426407
2.596,0.6066124227792026
2.597,1.0783052559725765
2.598,0.4807292250408276
2.599,0.7193155787686605
2.6,1.1864064217193429
2.601,0.5474320236214458
2.602,1.0325553964967416
2.603,0.9447838181830008
2.604,1.1994802936613924
2.605,1.1540080136606368
2.606,0.691264060674549
2.607,1.0786036368717702
2.608,1.0582265400158604
2.609,0.7599784314905171
2.61,0.4067738246284657
2.611,0.630922931588361
2.612,0.8446690707891213
2.613,0.531910733770785
2.614,1.1753012851120102
2.615,1.0577277540854149
2.616,0.4930035195984773
2.617,0.4553061996002148
2.618,0.8583559990191402
2.619,0.8396188328451378
2.62,1.1831579877091172
2.621,0.6229652098466633
2.622,0.5088333534988531
2.623,0.6306838829729581
2.624,1.1787588152805093
2.625,0.9782808225851194
2.626,1.2273549516739766
2.627,0.44913637479799506
2.628,0.6801499441419302
2.629,0.368164067712327
2.63,0.8717735807570174
2.631,0.553613806059775
2.632,0.482248190528218
2.633,1.0776702624966397
2.634,0.8092829192079455
2.635,0.9024979597981275
2.636,0.6940161136584231
2.637,0.6653596523142646
2.638,0.4634691129715903
2.639,1.1407581548794594
2.64,0.960738875919933
2.641,0.3943859033910744
2.642,1.2050981674953163
2.643,1.1822357293525472
2.644,0.8581400712263719
2.645,0.46452389224147506
2.646,0.3880885506974501
2.647,0.4233119206121564
2.648,0.38377661110474026
2.649,1.0261673340456139
2.65,0.46562413820228166
2.651,1.0089543612683158
2.652,0.5019445827879285
2.653,0.42238598382337
2.654,0.37977436146946664
2.655,1.255502934914434
2.656,0.7414608110562297
2.657,0.5415719624909325
2.658,0.9574729949400769
2.659,0.5109611384766113
2.66,0.6775528108482547
2.661,1.015368820065935
2.662,0.6517102907312396
2.663,0.44061267410926297
2.664,0.8536594682144314
2.665,0.9104390828144104
2.666,0.521717591361659
2.667,1.2401094304534854
2.668,0.34761443330926
2.669,0.7495374196753108
2.67,0.6117980188421548
2.671,0.6652927783809754
2.672,0.6393526960757145
2.673,0.8793937360861237
2.674,0.9090636726093687
2.675,1.14008047922169
2.676,1.2626838143546921
2.677,0.42205645651477464
2.678,1.0967095039762307
2.679,1.0630616018323962
2.68,0.8456285439327377
2.681,1.2002192174327184
2.682,0.6591366602311196
2.683,0.7064372287589753
2.684,0.7714115825024285
2.685,0.3530697001924352
2.686,1.243068332976414
2.687,1.0070726960450753
2.688,0.8528419994012549
2.689,1.211398634657358
2.69,0.468281600309593
2.691,0.384713961220814
2.692,0.9806765166622196
2.693,0.7367894351852144
2.694,0.7769784189509362
2.695,1.2761021132244421
2.696,0.9388073158980944
2.697,0.836139156881085
2.698,1.1161192266896223
2.699,0.9618817422483168
2.7,0.4520762183206892
2.701,0.6699519070810711
2.702,0.9982324041524921
2.703,1.0811037485261634
2.704,0.4590885095122821
2.705,0.9042371363294532
2.706,0.6870860810984942
2.707,1.041976852221823
2.708,0.3559288255361194
2.709,0.6247416621358657
2.71,0.6424219063300572
2.711,0.9355267737270214
2.712,0.6809730220120573
2.713,0.5909798827777726
2.714,0.9201335871114807
2.715,0.6874860172000598
2.716,0.5465578396343029
2.717,0.4521813765403976
2.718,0.41640786361698257
2.719,0.9069060666302668
2.72,1.1968208074373292
2.721,0.653510402009934
2.722,1.1377713220602343
2.723,0.8836069610516268
2.724,0.7111993579179047
2.725,0.6352510318871503
2.726,1.1618726750817139
2.727,0.3429476551675925
2.728,0.8082716509966721
2.729,0.47962787284363195
2.73,1.3148131959980107
2.731,1.0609606179835112
2.732,0.5280050540861119
2.733,0.620124300262465
2.734,1.1771627418128023
2.735,1.0457676719885938
2.736,0.4076451104033799
2.737,1.1413753899844945
2.738,0.7802708541601618
2.739,0.40740679367682897
2.74,0.8030932867484617
2.741,1.1363115703709694
2.742,0.6667195005193145
2.743,0.33187424952171685
2.744,0.5570944163275585
2.745,1.0460310104935397
2.746,0.48148640373531637
2.747,1.1077699906764746
2.748,0.9152700769681418
2.749,0.5269883509792855
2.75,0.890408366211655
2.751,0.4682802638753222
2.752,0.7604726043274179
2.753,0.7367502777868772
2.754,0.8123711059070468
2.755,0.7866448938193258
2.756,0.4903644151019818
2.757,0.7017973651275238
2.758,1.1312516990667658
2.759,0.8178224249694377
2.76,1.0443714251794458
2.761,0.9729420920032348
2.762,0.45040997841092767
2.763,0.5601347730498757
2.764,0.9584070970759458
2.765,0.9908383301308487
2.766,0.4668019089782186
2.767,1.326893727363783
2.768,1.3025498273885274
2.769,0.9019789434764066
2.77,1.201467514676399
2.771,0.5917249067437699
2.772,1.2457136230613464
2.773,1.3140686513042397
2.774,0.3586829551495093
2.775,1.2944322325922881
2.776,1.2369616458020003
2.777,1.2429269600133321
2.778,0.7017567766978579
2.779,0.814311765741152
2.78,1.3285839594754512
2.781,0.7849029829941496
2.782,1.0427878847708443
2.783,1.1995398764225387
2.784,0.9389464245190381
2.785,0.3496406070151523
2.786,1.187771875684148
2.787,0.37823988763842453
2.788,1.171970466128645
2.789,0.7902793664155129
2.79,0.43207135933124075
2.791,0.8353284036041577
2.792,0.49853716726066244
2.793,0.9947999988166014
2.794,0.7005180154964864
2.795,0.7723032340199768
2.796,1.143945894344418
2.797,1.220863603617729
2.798,0.791016312665006
2.799,1.2474099863597958
2.8,1.3120633592562323
2.801,1.2800940153193254
2.802,0.49525949612572506
2.803,0.48600664392427684
2.804,0.37237332365130005
2.805,0.9818232970642468
2.806,0.6366726854499182
2.807,0.9120858736605792
2.808,0.5588640410439957
2.809,0.4419135524769082
2.81,1.1622888979156705
2.811,0.9938767760937219
2.812,1.2928798076250816
2.813,1.2261714873365506
2.814,0.7176009192909634
2.815,1.2474469662638503
2.816,1.2735313356026778
2.817,0.8426526376387257
2.818,0.9082611444466295
2.819,1.3036422104628067
2.82,0.8003692102531108
2.821,0.6434636023576447
2.822,0.7228362395643891
2.823,1.1077873834165777
2.824,0.5381187041889235
2.825,0.5562664525616738
2.826,1.3118272993900795
2.827,0.7657433890234616
2.828,0.4553451092080518
2.829,1.3418901241044416
2.83,0.3902344570425139
2.831,1.0779646721149816
2.832,0.9551957257879077
2.833,1.0715234415562274
2.834,0.8345415095141987
2.835,1.2376013147779803
2.836,1.0010581065555273
2.837,1.2051241242902524
2.838,1.0259157790038727
2.839,0.42393410173121315
2.84,0.46672612631732346
2.841,0.8812038143487945
2.842,1.311153994289625
2.843,0.8176244309741572
2.844,1.0210562852315281
2.845,0.4207911394663213
2.846,0.8560133419520857
2.847,0.5438758073452831
2.848,0.8670368717155718
2.849,0.8682111461768226
2.85,0.5499075283934595
2.851,0.42855866421745503
2.852,0.7568328624577381
2.853,0.35850084472126675
2.854,1.0960573365293125
2.855,0.5632142173452238
2.856,0.5036033238773912
2.857,0.479284537626137
2.858,0.8609497605283922
2.859,0.6664294930638524
2.86,1.1527810490758288
2.861,0.7734635011075512
2.862,0.40857424917648566
2.863,1.309006229865331
2.864,0.4609072242230935
2.865,0.8664226140308599
2.866,0.3817518340996572
2.867,0.9820834995996027
2.868,0.9526461704444764
2.869,0.5096267376496925
2.87,0.9007518768072582
2.871,1.330205918587263
2.872,0.7485402559229329
2.873,0.7076610873280204
2.874,1.0735213625235454
2.875,0.9677564923582359
2.876,0.6710025443802089
2.877,0.6040839579625036
2.878,0.4254813829027979
2.879,1.1783748645162555
2.88,1.1402507712159697
2.881,1.037138391800541
2.882,0.861750564025795
2.883,0.8293037396189266
2.884,0.7290082026497062
2.885,0.9222855896725384
2.886,0.40496118362132005
2.887,0.7414922792222143
2.888,0.6207828816660439
2.889,0.9685742472857419
2.89,0.8392024511121099
2.891,0.5637382662968757
2.892,1.0636651552898762
2.893,0.4860843167486809
2.894,1.2583289428695785
2.895,0.4618494864948657
2.896,0.8682710002777753
2.897,1.3103921306490125
2.898,1.2807207288488913
2.899,0.45899977088707034
2.9,0.5501078139996322
2.901,0.9019251302245705
2.902,0.9709251111085059
2.903,0.885126042906247
2.904,0.7073003176478099
2.905,0.5910354162863672
2.906,0.9315101226219582
2.907,0.7261601619321587
2.908,0.8773815088329786
2.909,0.5199689237426433
2.91,0.5850799858502705
2.911,0.8986319298602953
2.912,0.44443148787737163
2.913,0.8156733727127531
2.914,0.611324494433865
2.915,1.29391758077176
2.916,0.44730679058223877
2.917,0.5854077326790138
2.918,0.5581239671540245
2.919,0.9720571613748918
2.92,0.751126558927547
2.921,0.934329768666811
2.922,1.0124913878340884
2.923,0.8711868497746026
2.924,0.8951819570723576
2.925,1.3738617867390652
2.926,0.8975856632776765
2.927,0.8329743666094038
2.928,0.9826710662584354
2.929,1.2636897432015584
2.93,0.9253481996981352
2.931,1.1360331127667522
2.932,1.0993625376884197
2.933,0.4762175579614992
2.934,0.5290880261401872
2.935,0.8286159435729473
2.936,0.6866465096446834
2.937,0.43162474492558167
2.938,1.269963693443593
2.939,1.3520003193676216
2.94,0.6763309040567123
2.941,1.0703205345976148
2.942,0.42308290116989067
2.943,0.4164143998229066
2.944,0.6955046815586574
2.945,0.9029278328960576
2.946,1.098272936553582
2.947,0.6340899881925919
2.948,0.5534513501178527
2.949,1.2847113248978987
2.95,1.1471919160928163
2.951,0.9455912296070332
2.952,0.45819078843430583
2.953,0.8057789154876215
2.954,0.5702786548579565
2.955,0.861777326285403
2.956,0.8327804797384292
2.957,1.0739874478065592
2.958,1.3681089118762857
2.959,0.39730004979915823
2.96,1.1351321645866836
2.961,1.0393309188556685
2.962,1.1287935324318918
2.963,0.9445380353305085
2.964,1.3268699469649334
2.965,1.2452591567839213
2.966,0.724098152643784
2.967,1.033048227047097
2.968,0.6662637942708072
2.969,0.7024069755127046
2.97,1.074337771544196
2.971,0.4922313817816294
2.972,0.830749256635854
2.973,1.0282214883491427
2.974,1.346235953491592
2.975,1.094016773238025
